consumerid,choice,value_total,treattype,pg_km_adj,pgmidgrade_km_adj,pe_km_adj,dv_ctb,dv_bh,dv_rec,dv_female,dv_age_25to40y,dv_age_morethan65y,dv_somesecondary,dv_somecollege,dv_carpriceadj_p75p100,dv_usageveh_p75p100,stationvisit_avgcarprice_adj
5376,3,15,1,.2561265,.2656162,.2757686,0,1,0,0,1,0,1,0,0,0,25.7374
5377,1,30,1,.3009923,.3121443,.3215488,0,1,0,0,1,0,0,0,0,0,25.7374
5378,1,20,1,.2630165,.2727615,.2801168,0,1,0,1,1,0,0,1,0,0,25.7374
5379,1,50,1,.2559179,.2653998,.2786988,0,1,0,0,0,0,1,0,0,0,25.7374
5380,3,10,1,.2492742,.25851,.2651201,0,1,0,0,1,0,1,0,0,0,25.7374
5381,1,15,1,.2427198,.2517127,.2580318,0,1,0,0,0,0,0,1,0,0,25.7374
5382,1,50,1,.2674964,.2774074,.2693007,0,1,0,1,0,0,0,1,0,0,25.7374
5383,1,20,2,.2395701,.2484464,.254628,0,1,0,0,1,0,1,0,0,1,25.7374
5384,1,50,2,.2749671,.2851549,.299351,0,1,0,0,0,0,1,0,0,0,25.7374
5385,1,20,2,.2669159,.2768054,.2833796,0,1,0,1,0,0,0,1,0,0,25.7374
5386,3,10,2,.2743901,.2845565,.3030245,0,1,0,0,0,0,1,0,0,0,25.7374
5387,1,30,2,.2709319,.2809702,.2947794,0,1,0,1,1,0,1,0,0,0,25.7374
5388,1,80.97,2,.3059808,.3173177,.3269961,0,1,0,0,1,0,0,0,0,1,25.7374
5389,3,30,2,.3735082,.387347,.3705413,0,1,0,0,0,0,1,0,1,1,25.7374
5390,1,10,2,.2791243,.2894661,.3040667,0,1,0,1,1,0,1,0,0,0,25.7374
5391,3,10,2,.2669159,.2768054,.2833796,0,1,0,0,1,0,1,0,0,1,25.7374
5392,3,50,2,.2520306,.2613686,.2665744,0,1,0,0,1,0,1,0,0,0,25.7374
5393,3,20,2,.2668177,.2767035,.2842418,0,1,0,0,0,0,1,0,0,0,25.7374
5394,2,20,2,.2988314,.3099033,.3192174,0,1,0,0,0,0,1,0,1,0,25.7374
5395,1,35.18,2,.3037479,.315002,.3245853,0,1,0,1,0,1,0,1,1,1,25.7374
5396,1,100,2,.2995019,.3105987,.3180395,0,1,0,0,0,0,1,0,0,0,25.7374
5397,1,30,2,.2582529,.2678214,.2710896,0,1,0,1,0,0,1,0,0,0,25.7374
5398,1,30,2,.2707304,.2807612,.28849,0,1,0,0,1,0,1,0,0,1,25.7374
5399,3,10,2,.310324,.3218218,.3308369,0,1,0,0,1,0,1,0,1,0,25.7374
5400,1,20,2,.2802375,.2906206,.3050834,0,1,0,0,1,0,0,1,0,1,25.7374
5401,2,30,0,.3106764,.3106764,.3319656,0,1,0,1,1,0,1,0,0,0,25.7278
5402,2,20,0,.2821465,.2821465,.300858,0,1,0,0,1,0,1,0,0,0,25.7278
5403,3,20,0,.2666178,.2666178,.2897644,0,1,0,0,0,0,0,1,0,1,25.7278
5404,2,40,0,.2590305,.2590305,.2747454,0,1,0,0,0,0,0,1,0,0,25.7278
5405,2,50,0,.2787595,.2787595,.2975101,0,1,0,0,0,0,1,0,1,0,25.7278
5406,1,40,0,.2808345,.2808345,.2977775,0,1,0,0,1,0,1,0,0,0,25.7278
5407,2,20,0,.2628167,.2628167,.2854703,0,1,0,1,1,0,0,1,0,0,25.7278
5408,2,20,0,.2508522,.2508522,.2631554,0,1,0,1,1,0,1,0,0,0,25.7278
5409,2,120.01,0,.2744563,.2744563,.2913678,0,1,0,0,0,0,0,1,0,0,25.7278
5410,3,50,0,.2627221,.2627221,.2787206,0,1,0,0,0,0,1,0,0,0,25.7278
5411,2,30,0,.2745596,.2745596,.298752,0,1,0,0,0,0,0,1,0,1,25.7278
5412,2,15,0,.2590305,.2590305,.2747454,0,1,0,0,0,0,0,1,0,0,25.7278
5413,2,80.8,0,.2578702,.2578702,.2705472,0,1,0,0,1,0,1,0,0,0,25.7278
5414,3,20,0,.2590305,.2590305,.2747454,0,1,0,0,0,0,0,1,0,1,25.7278
5415,2,20,0,.2627221,.2627221,.2787206,0,1,0,0,0,0,1,0,0,0,25.7278
5416,2,20,0,.3263192,.3263192,.3480726,0,1,0,1,1,0,0,1,0,0,25.7278
5417,2,50,0,.4761477,.4761477,.5252501,0,1,0,0,0,0,0,1,1,1,25.7278
5418,2,100,0,.296706,.296706,.3170994,0,1,0,0,1,0,0,1,0,0,25.7278
5419,1,20,1,.2787106,.2787106,.3034583,0,1,0,0,0,0,1,0,0,0,25.7278
5420,1,30,1,.2612602,.2612602,.2796353,0,1,0,0,1,0,0,0,1,0,25.7278
5421,3,30,1,.2705304,.2705304,.2941896,0,1,0,0,1,0,0,1,0,0,25.7278
5422,1,50,1,.2745596,.2745596,.298752,0,1,0,0,1,0,0,1,0,0,25.7278
5423,1,20,1,.2781169,.2781169,.3072415,0,1,0,0,0,0,1,0,0,0,25.7278
5424,3,30.04,1,.4531585,.4531585,.4983854,0,1,0,0,0,0,0,1,1,0,25.7278
5425,3,50,1,.24236,.24236,.2575155,0,1,0,0,1,0,0,1,0,0,25.7278
5426,3,10,1,.3369244,.3369244,.3608856,0,1,0,0,0,0,0,0,1,0,25.7278
5427,1,20,1,.2666178,.2666178,.2897644,0,1,0,1,1,0,0,1,0,1,25.7278
5428,1,10,1,.2705304,.2705304,.2941896,0,1,0,1,0,0,1,0,0,0,25.7278
5429,1,80,1,.2545526,.2545526,.2711231,0,1,0,0,0,0,1,0,0,1,25.7278
5430,3,15,1,.2508522,.2508522,.2631554,0,1,0,1,0,0,0,1,0,1,25.7278
5431,1,20,1,.2508522,.2508522,.2631554,0,1,0,0,0,0,0,0,0,0,25.7278
5432,1,35,1,.3091321,.3091321,.3284402,0,1,0,0,0,0,1,0,1,0,25.7278
5433,1,10,1,.269971,.269971,.2977439,0,1,0,0,1,0,1,0,0,1,25.7278
5434,2,50,1,.2489047,.2489047,.2645896,0,1,0,1,0,0,1,0,0,0,25.7278
5435,1,100,1,.2910559,.2910559,.3105585,0,1,0,0,1,0,1,0,0,0,25.7278
5436,1,50,1,.2558127,.2558127,.2720633,0,1,0,0,1,0,0,0,0,1,25.7278
5437,1,50,2,.2664223,.2664223,.283673,0,1,0,0,1,0,1,0,0,0,25.7278
5438,3,15,2,.2744563,.2744563,.2913678,0,1,0,0,1,0,1,0,0,0,25.7278
5439,1,20,2,.2489047,.2489047,.2645896,0,1,0,1,1,0,0,0,0,0,25.7278
5440,1,101,2,.2650174,.2650174,.2891949,0,1,0,0,1,0,0,1,1,0,25.7278
5441,1,30,2,.2935814,.2935814,.3200031,0,1,0,0,0,0,0,1,0,1,25.7278
5442,1,50,2,.2489047,.2489047,.2645896,0,1,0,0,1,0,0,0,0,1,25.7278
5443,1,40,2,.2980877,.2980877,.3230835,0,1,0,0,0,0,1,0,0,1,25.7278
5444,1,30,2,.258052,.258052,.2749481,0,1,0,1,0,0,0,1,0,0,25.7278
5445,3,15,2,.2628167,.2628167,.2854703,0,1,0,1,0,0,1,0,0,0,25.7278
5446,1,15,2,.2620668,.2620668,.2793421,0,1,0,1,0,0,1,0,0,0,25.7278
5447,3,30,2,.2543128,.2543128,.2668001,0,1,0,0,1,0,0,1,0,0,25.7278
5448,1,20,2,.2705304,.2705304,.2941896,0,1,0,0,1,0,1,0,0,0,25.7278
5449,1,20,2,.2744563,.2744563,.2913678,0,1,0,0,1,0,1,0,0,0,25.7278
5450,1,50,2,.2488425,.2488425,.2675713,0,1,0,1,0,0,0,1,0,0,25.7278
5451,1,30,2,.2628167,.2628167,.2854703,0,1,0,0,1,0,0,1,0,1,25.7278
5452,1,50,2,.2743523,.2743523,.2922812,0,1,0,1,1,0,1,0,0,0,25.7278
5453,1,30,2,.4279332,.4279332,.4205118,0,1,0,1,1,0,1,0,1,0,25.7278
5454,1,30,2,.278497,.278497,.2967842,0,1,0,1,1,0,1,0,0,0,25.7278
5455,1,125,0,.3189879,.3308067,.3157781,0,0,0,1,0,0,0,1,1,0,28.1888
5456,1,40,0,.2558203,.2652987,.244269,0,0,0,0,1,0,0,1,0,1,28.1888
5457,3,50,0,.2779787,.2882781,.2814945,0,0,0,0,0,0,0,1,0,1,28.1888
5458,1,30,0,.3044407,.3157205,.2910146,0,0,0,0,1,0,0,0,0,0,28.1888
5459,1,15,0,.3250189,.3370612,.3234591,0,0,0,0,0,1,0,1,0,0,28.1888
5460,3,10,0,.2709319,.2809702,.2652867,0,0,0,0,0,0,0,0,0,0,28.1888
5461,3,15,0,.243111,.2521184,.2442046,0,0,0,0,1,0,0,1,0,1,28.1888
5462,3,30,0,.2749671,.2851549,.269401,0,0,0,1,1,0,1,0,0,0,28.1888
5463,3,20,0,.2624558,.27218,.2518979,0,0,0,0,0,0,0,1,0,1,28.1888
5464,2,142,0,.3735082,.387347,.3334686,0,0,0,0,1,0,0,1,1,0,28.1888
5465,3,20,0,.2868083,.2974347,.2794723,0,0,0,0,1,0,0,1,1,1,28.1888
5466,1,100,0,.2749671,.2851549,.269401,0,0,0,0,0,0,0,0,0,1,28.1888
5467,1,50,0,.2913342,.3021283,.284042,0,0,0,0,0,0,0,1,1,0,28.1888
5468,3,50,0,.3341877,.3465697,.3329459,0,0,0,0,0,0,0,1,0,1,28.1888
5469,3,83,0,.2966967,.3076895,.2834907,0,0,0,0,0,0,1,0,1,1,28.1888
5470,3,10,0,.3077678,.3191708,.2956932,0,0,0,1,0,0,0,1,0,1,28.1888
5471,3,20,0,.3122338,.3238024,.3024204,0,0,0,0,1,0,0,1,0,0,28.1888
5472,3,30,0,.2843219,.2948563,.28284,0,0,0,0,1,0,0,1,0,0,28.1888
5473,1,50,1,.2925139,.3033518,.3033997,0,0,0,1,0,0,0,1,1,0,28.1888
5474,3,20,1,.3465072,.3593456,.3460584,0,0,0,0,1,0,1,0,0,1,28.1888
5475,3,82,1,.262793,.2725298,.2502728,0,0,0,1,0,0,0,1,0,0,28.1888
5476,1,20,1,.2836728,.2941831,.2753363,0,0,0,0,0,0,0,1,0,1,28.1888
5477,1,20,1,.2526219,.2619817,.2446823,0,0,0,0,1,0,1,0,0,1,28.1888
5478,3,20,1,.2496868,.2589379,.2512693,0,0,0,0,1,0,1,0,0,1,28.1888
5479,3,82,1,.2648718,.2746855,.254966,0,0,0,0,1,0,0,1,1,1,28.1888
5480,1,20,1,.2892997,.3000185,.277907,0,0,0,0,0,1,0,0,1,0,28.1888
5481,3,40,1,.263112,.2728605,.2513376,0,0,0,0,1,0,1,0,0,0,28.1888
5482,3,10,1,.2458926,.2550031,.2379781,0,0,0,0,0,0,0,0,0,1,28.1888
5483,3,50,1,.3002329,.3113568,.2703568,0,0,0,0,1,0,0,1,0,1,28.1888
5484,3,15,1,.2791243,.2894661,.2736448,0,0,0,0,1,0,0,1,0,1,28.1888
5485,3,20,1,.263112,.2728605,.2513376,0,0,0,0,1,0,1,0,0,0,28.1888
5486,2,120,1,.2938212,.3047075,.2823723,0,0,0,1,0,0,0,1,0,1,28.1888
5487,3,20,1,.2775097,.2877917,.2667526,0,0,0,0,1,0,0,1,0,1,28.1888
5488,3,49,1,.2512245,.2605326,.2373016,0,0,0,0,0,1,0,1,0,0,28.1888
5489,3,80,1,.3283508,.3405164,.3267554,0,0,0,0,1,0,1,0,0,0,28.1888
5490,1,134,1,.284955,.2955128,.2775388,0,0,0,0,0,0,1,0,1,1,28.1888
5491,1,20,2,.263112,.2728605,.2513376,0,0,0,1,0,0,0,1,0,1,28.1888
5492,3,40,2,.3063347,.3176847,.2994308,0,0,0,0,1,0,0,1,0,1,28.1888
5493,3,63,2,.2861203,.2967213,.2780106,0,0,0,1,1,0,0,1,1,0,28.1888
5494,3,20,2,.2709319,.2809702,.2652867,0,0,0,1,1,0,1,0,0,0,28.1888
5495,3,10,2,.2749671,.2851549,.269401,0,0,0,1,0,0,0,0,0,0,28.1888
5496,3,100,2,.4062264,.4212775,.3987794,0,0,0,1,1,0,0,1,1,1,28.1888
5497,2,10,2,.2599632,.269595,.2357781,0,0,0,1,0,0,0,1,0,0,28.1888
5498,3,20,2,.2866485,.297269,.2921267,0,0,0,0,1,0,1,0,1,1,28.1888
5499,1,50,2,.2871953,.2978362,.2861853,0,0,0,0,0,0,0,1,0,0,28.1888
5500,2,111,2,.288769,.2994682,.2875215,0,0,0,0,1,0,0,1,0,0,28.1888
5501,3,92,2,.2552,.2646553,.2447983,0,0,0,0,1,0,0,1,0,1,28.1888
5502,3,81,2,.3244423,.3364632,.3162549,0,0,0,0,0,0,0,1,1,1,28.1888
5503,3,20,2,.2427198,.2517127,.2322158,0,0,0,0,0,0,0,0,0,1,28.1888
5504,3,40,2,.2620372,.2717459,.2514836,0,0,0,0,1,0,1,0,0,0,28.1888
5505,3,20,2,.2670135,.2769066,.2612963,0,0,0,0,1,0,0,1,0,0,28.1888
5506,3,70,2,.2594149,.2690265,.2477529,0,0,0,1,1,0,0,1,0,0,28.1888
5507,3,50,2,.2695516,.2795388,.2588932,0,0,0,1,0,0,0,1,0,0,28.1888
5508,3,10,2,.2492742,.25851,.2385948,0,0,0,0,1,0,1,0,0,0,28.1888
5509,1,120,0,.3540252,.3669968,.4090379,0,1,0,0,0,0,0,1,1,0,31.18366
5510,1,70,0,.3374871,.3498527,.3850347,0,1,0,0,0,0,0,1,1,0,31.18366
5511,1,20,0,.2567776,.266186,.2928272,0,1,0,1,1,0,0,1,0,0,31.18366
5512,3,50,0,.3250872,.3369985,.3728158,0,1,0,1,0,0,0,1,0,0,31.18366
5513,1,20,0,.3015701,.3126197,.3623849,0,1,0,0,0,0,0,1,0,0,31.18366
5514,1,28,0,.2985356,.309474,.3540421,0,1,0,1,1,0,0,1,0,1,31.18366
5515,1,140,0,.3519351,.3648301,.4175511,0,1,0,0,1,0,0,1,0,1,31.18366
5516,3,30,0,.3075684,.3188378,.3521867,0,1,0,0,1,0,0,1,0,0,31.18366
5517,3,50,0,.3311864,.3433211,.3917098,0,1,0,1,0,0,0,1,1,0,31.18366
5518,2,10,0,.2671119,.2768989,.3083292,0,1,0,0,0,0,1,0,0,1,31.18366
5519,1,50,0,.2928957,.3036275,.3435619,0,1,0,0,0,0,0,1,1,0,31.18366
5520,3,130,0,.2962545,.3071093,.348566,0,1,0,0,0,0,1,0,1,1,31.18366
5521,1,20,0,.2777155,.2878911,.3152739,0,1,0,1,1,0,0,1,0,0,31.18366
5522,1,20,0,.2856089,.2960737,.3378755,0,1,0,0,0,1,0,0,0,0,31.18366
5523,1,10,0,.2903921,.3010321,.3390021,0,1,0,0,1,0,0,1,0,0,31.18366
5524,1,20,0,.2671787,.2769682,.3048933,0,1,0,0,1,0,0,1,0,0,31.18366
5525,1,40,0,.2947171,.3055156,.3442595,0,1,0,0,0,0,0,1,0,0,31.18366
5526,1,20,0,.3230244,.3348601,.3725439,0,1,0,0,0,0,1,0,0,0,31.18366
5527,1,50,1,.2745232,.2845818,.3171393,0,1,0,0,1,0,0,1,0,0,31.18366
5528,1,40,1,.282112,.2924487,.3289547,0,1,0,0,1,0,1,0,0,1,31.18366
5529,3,40,1,.3122597,.323701,.3629689,0,1,0,0,0,1,0,1,1,1,31.18366
5530,1,50,1,.3418998,.354427,.4035235,0,1,0,0,0,0,0,1,1,0,31.18366
5531,1,50,1,.3087205,.3200321,.3811257,0,1,0,0,1,0,0,1,0,0,31.18366
5532,1,30,1,.3235943,.3354509,.4015712,0,1,0,1,1,0,0,1,0,0,31.18366
5533,1,40,1,.3206459,.3323944,.3785056,0,1,0,0,0,0,0,1,1,1,31.18366
5534,1,40,1,.2972962,.3081892,.3489629,0,1,0,0,1,0,0,1,1,0,31.18366
5535,1,30,1,.3100791,.3214404,.3551291,0,1,0,0,1,0,0,1,1,1,31.18366
5536,1,25,1,.2947171,.3055156,.3442595,0,1,0,0,1,0,0,1,0,1,31.18366
5537,1,40,1,.335466,.3477576,.384401,0,1,0,0,1,0,0,1,0,1,31.18366
5538,1,40,1,.2861922,.2966783,.3339028,0,1,0,0,0,0,0,1,0,1,31.18366
5539,1,50,1,.3094793,.3208187,.3636855,0,1,0,0,0,0,1,0,1,1,31.18366
5540,1,20,1,.3099489,.3213055,.3544541,0,1,0,1,1,0,0,1,0,0,31.18366
5541,1,20,1,.3158895,.3274638,.3598229,0,1,0,0,0,1,0,1,0,0,31.18366
5542,1,40,1,.300862,.3118856,.3491447,0,1,0,0,0,0,1,0,1,0,31.18366
5543,3,80,1,.2768024,.2869445,.3117583,0,1,0,1,0,0,0,1,0,0,31.18366
5544,1,150,1,.3127686,.3242286,.36382,0,1,0,0,0,0,0,1,1,0,31.18366
5545,1,20,2,.2944945,.3052849,.336803,0,1,0,1,0,0,1,0,0,1,31.18366
5546,1,40,2,.3158895,.3274638,.3598229,0,1,0,1,1,0,0,1,0,0,31.18366
5547,1,50,2,.3263551,.3383128,.3721253,0,1,0,0,0,0,0,1,1,1,31.18366
5548,1,50,2,.3407928,.3532795,.3917691,0,1,0,1,0,0,0,1,0,0,31.18366
5549,1,120,2,.3244648,.3363532,.3715333,0,1,0,0,0,0,0,1,1,0,31.18366
5550,1,50,2,.3101231,.3214861,.3603495,0,1,0,0,0,0,0,1,1,1,31.18366
5551,1,50,2,.3304181,.3425247,.3791095,0,1,0,1,0,0,0,1,0,0,31.18366
5552,1,40,2,.32106,.3328237,.3659899,0,1,0,0,0,0,1,0,1,0,31.18366
5553,1,200,2,.3418998,.354427,.4035235,0,1,0,0,1,0,0,1,1,0,31.18366
5554,1,100,2,.2882554,.2988172,.3379624,0,1,0,1,0,0,0,1,1,0,31.18366
5555,1,20,2,.2671787,.2769682,.3048933,0,1,0,0,0,0,0,1,0,0,31.18366
5556,1,60,2,.2601535,.2696856,.2967417,0,1,0,0,0,0,0,1,0,1,31.18366
5557,1,50,2,.3127686,.3242286,.36382,0,1,0,1,1,0,0,1,1,0,31.18366
5558,1,20,2,.2947171,.3055156,.3442595,0,1,0,0,0,0,1,0,0,0,31.18366
5559,1,120,2,.3774286,.3912576,.4029252,0,1,0,0,0,0,0,1,1,1,31.18366
5560,1,20,2,.3273897,.3393853,.3832775,0,1,0,0,0,0,0,0,1,0,31.18366
5561,1,65,2,.3085012,.3198048,.361058,0,1,0,1,0,0,0,1,0,0,31.18366
5562,1,90,2,.2768024,.2869445,.3117583,0,1,0,1,1,0,0,1,0,0,31.18366
5563,1,50,0,.2624122,.2782903,.242565,0,0,0,1,1,0,0,1,1,1,37.72493
5564,1,80,0,.232019,.2460581,.2120296,0,0,0,0,1,0,0,1,0,0,37.72493
5565,2,100,0,.4100818,.4348951,.3809736,0,0,0,1,0,1,0,1,1,0,37.72493
5566,1,70,0,.3099055,.3286573,.2820018,0,0,0,0,1,0,0,1,1,1,37.72493
5567,3,125,0,.3697953,.392171,.3420549,0,0,0,1,0,0,0,1,1,0,37.72493
5568,3,60,0,.2624122,.2782903,.242565,0,0,0,0,0,1,1,0,1,1,37.72493
5569,3,60,0,.233196,.2473063,.2104606,0,0,0,1,0,1,0,1,0,0,37.72493
5570,1,70,0,.2700882,.2864307,.2448924,0,0,0,0,0,0,1,0,1,0,37.72493
5571,3,40,0,.2891914,.3066898,.2611001,0,0,0,1,0,0,0,1,1,0,37.72493
5572,3,100,0,.2371909,.2515429,.2114098,0,0,0,1,1,0,0,1,0,1,37.72493
5573,3,100,0,.2322218,.2462731,.1989139,0,0,0,1,1,0,0,1,0,1,37.72493
5574,3,60,0,.2723144,.2887916,.2508249,0,0,0,0,1,0,0,1,0,0,37.72493
5575,1,40,0,.2815486,.2985846,.2539478,0,0,0,0,1,0,0,1,1,1,37.72493
5576,3,100,0,.25013,.2652649,.2316673,0,0,0,0,1,0,1,0,0,0,37.72493
5577,1,100,0,.2447371,.2595457,.2291205,0,0,0,0,1,0,1,0,0,0,37.72493
5578,3,100,0,.2747602,.2913854,.2566726,0,0,0,0,0,1,1,0,1,1,37.72493
5579,1,60,0,.2675741,.2837645,.2461368,0,0,0,1,0,0,1,0,1,0,37.72493
5580,3,65,0,.2579789,.2735887,.2316352,0,0,0,0,0,0,1,0,0,1,37.72493
5581,1,70,1,.2837923,.3009641,.2656266,0,0,0,0,1,0,1,0,1,1,37.72493
5582,3,100,1,.2387616,.2532087,.2043137,0,0,0,1,1,0,0,1,0,1,37.72493
5583,3,50,1,.2663247,.2824395,.2409053,0,0,0,0,1,0,1,0,1,0,37.72493
5584,3,60,1,.3697953,.392171,.3420549,0,0,0,0,0,0,0,1,1,1,37.72493
5585,1,100,1,.2963949,.3143292,.2779815,0,0,0,0,1,0,0,1,1,0,37.72493
5586,3,60,1,.2837923,.3009641,.2656266,0,0,0,0,0,0,0,1,1,0,37.72493
5587,1,60,1,.2663247,.2824395,.2409053,0,0,0,0,0,0,0,1,1,0,37.72493
5588,3,60,1,.2772363,.2940114,.2513512,0,0,0,1,1,0,1,0,0,1,37.72493
5589,1,50,1,.2442739,.2590545,.2326205,0,0,0,1,1,0,0,1,0,0,37.72493
5590,3,60,1,.3088892,.3275795,.2825843,0,0,0,0,0,0,0,1,1,1,37.72493
5591,1,60,1,.2579789,.2735887,.2316352,0,0,0,1,1,0,0,1,0,0,37.72493
5592,3,65,1,.4200585,.4454754,.3907489,0,0,0,0,0,0,0,1,1,0,37.72493
5593,3,50,1,.2387616,.2532087,.2043137,0,0,0,0,0,0,0,1,0,0,37.72493
5594,1,80,1,.4100818,.4348951,.3809736,0,0,0,0,0,0,0,1,1,0,37.72493
5595,3,60,1,.2469339,.2618754,.2108445,0,0,0,1,1,0,0,1,0,0,37.72493
5596,3,100,1,.2624122,.2782903,.242565,0,0,0,1,0,1,0,1,1,1,37.72493
5597,1,100,1,.2815486,.2985846,.2539478,0,0,0,1,1,0,0,1,1,0,37.72493
5598,3,60,1,.2963949,.3143292,.2779815,0,0,0,1,1,0,0,1,1,0,37.72493
5599,1,105,2,.2680102,.284227,.2467139,0,0,0,1,1,0,0,1,1,0,37.72493
5600,3,40,2,.2387616,.2532087,.2043137,0,0,0,0,1,0,0,1,0,0,37.72493
5601,3,60,2,.2718642,.2883142,.2502284,0,0,0,0,1,0,0,1,1,0,37.72493
5602,3,35,2,.2837923,.3009641,.2656266,0,0,0,1,1,0,0,1,1,1,37.72493
5603,3,40,2,.3088892,.3275795,.2825843,0,0,0,1,0,0,0,1,1,0,37.72493
5604,3,35,2,.2364478,.2507548,.2134449,0,0,0,0,1,0,0,1,0,0,37.72493
5605,3,60,2,.2963949,.3143292,.2779815,0,0,0,1,1,0,0,1,1,1,37.72493
5606,1,80,2,.3023392,.3206332,.2788727,0,0,0,0,1,0,0,1,1,0,37.72493
5607,3,75,2,.2520119,.2672607,.2363143,0,0,0,0,0,0,1,0,0,0,37.72493
5608,3,60,2,.2724993,.2889877,.2456591,0,0,0,1,1,0,0,1,1,0,37.72493
5609,3,90,2,.2387616,.2532087,.2043137,0,0,0,1,1,0,1,0,0,0,37.72493
5610,3,60,2,.3297057,.3496556,.2782832,0,0,0,0,0,0,0,1,1,0,37.72493
5611,3,60,2,.2843419,.3015469,.2566484,0,0,0,0,0,0,0,1,1,0,37.72493
5612,3,75,2,.2583136,.2739437,.232688,0,0,0,0,1,0,0,1,0,0,37.72493
5613,1,80,2,.3914857,.4151737,.3628203,0,0,0,1,1,0,0,1,1,1,37.72493
5614,1,65,2,.253875,.2692365,.2352884,0,0,0,0,1,0,0,1,0,0,37.72493
5615,3,100,2,.2447371,.2595457,.2291205,0,0,0,1,1,0,0,1,0,0,37.72493
5616,3,25,2,.2464938,.2614087,.2281559,0,0,0,0,1,0,1,0,0,0,37.72493
5617,1,99.02,0,.2875486,.3040974,.2901975,1,0,0,1,1,0,0,1,0,0,28.71324
5618,1,50,0,.269221,.2847149,.2716657,1,0,0,0,1,0,0,1,1,0,28.71324
5619,1,50,0,.2775729,.2935475,.2822302,1,0,0,0,1,0,0,1,0,0,28.71324
5620,1,50,0,.2636231,.2787949,.2612438,1,0,0,0,1,0,0,1,0,0,28.71324
5621,1,119.03,0,.2818461,.2980666,.2849565,1,0,0,0,1,0,0,1,1,0,28.71324
5622,3,50,0,.2956688,.3126849,.2949809,1,0,0,0,0,0,0,1,0,0,28.71324
5623,3,20,0,.2769598,.2928992,.2858817,1,0,0,0,0,0,0,1,0,0,28.71324
5624,1,50,0,.2453586,.2594792,.242876,1,0,0,0,0,0,0,1,0,1,28.71324
5625,1,10,0,.269135,.284624,.2732987,1,0,0,0,1,0,0,1,0,0,28.71324
5626,1,60,0,.2526627,.2672037,.254021,1,0,0,0,0,0,0,1,0,0,28.71324
5627,3,20,0,.252352,.2668752,.2499042,1,0,0,0,1,0,0,1,0,1,28.71324
5628,1,10,0,.2445051,.2585766,.2430921,1,0,0,1,0,0,0,1,0,0,28.71324
5629,1,50,0,.2775729,.2935475,.2822302,1,0,0,0,1,0,0,1,0,0,28.71324
5630,3,91,0,.2453586,.2594792,.242876,1,0,0,1,1,0,0,1,0,0,28.71324
5631,3,50,0,.2362803,.2498785,.246274,1,0,0,0,1,0,0,1,0,0,28.71324
5632,3,30,0,.2908985,.3076401,.2900839,1,0,0,1,1,0,0,1,0,0,28.71324
5633,3,57,0,.2560004,.2707335,.2535731,1,0,0,0,0,0,0,1,0,0,28.71324
5634,3,20,0,.2390203,.2527762,.2399076,1,0,0,0,1,0,1,0,0,0,28.71324
5635,3,20,1,.2818054,.2980236,.280762,1,0,0,1,1,0,0,1,0,0,28.71324
5636,1,50,1,.2699995,.2855383,.2849921,1,0,0,1,1,0,0,1,0,0,28.71324
5637,3,20,1,.2732888,.2890169,.2776926,1,0,0,1,1,0,0,1,0,0,28.71324
5638,3,20,1,.2708712,.2864602,.2734786,1,0,0,0,0,0,0,1,1,0,28.71324
5639,3,70,1,.2631689,.2783146,.2711517,1,0,0,0,1,0,1,0,0,0,28.71324
5640,3,30,1,.2735621,.289306,.2699366,1,0,0,1,1,0,0,1,0,0,28.71324
5641,2,81.97,1,.2422909,.256235,.2432868,1,0,0,0,1,0,0,1,0,0,28.71324
5642,3,86.89,1,.2838511,.300187,.2855263,1,0,0,1,0,0,0,1,1,0,28.71324
5643,3,78.81,1,.2612036,.2762362,.2658195,1,0,0,1,0,0,1,0,0,0,28.71324
5644,1,50,1,.2708712,.2864602,.2734786,1,0,0,0,0,0,0,1,1,1,28.71324
5645,3,84.43,1,.2818461,.2980666,.2849565,1,0,0,0,1,0,0,1,0,1,28.71324
5646,3,40,1,.2698547,.2853851,.2819678,1,0,0,0,0,0,0,1,0,0,28.71324
5647,3,30,1,.2830348,.2993238,.2854567,1,0,0,1,0,0,0,1,0,0,28.71324
5648,1,20,1,.2653628,.2806347,.2617548,1,0,0,1,0,0,0,1,1,0,28.71324
5649,3,40,1,.2563201,.2710717,.2578126,1,0,0,0,1,0,0,1,0,0,28.71324
5650,3,12,1,.2839,.3002388,.2871169,1,0,0,0,0,0,0,1,1,1,28.71324
5651,2,15,1,.2488062,.2631253,.24634,1,0,0,1,0,0,0,1,0,0,28.71324
5652,3,10,1,.2813607,.2975533,.2906932,1,0,0,0,0,0,0,1,0,1,28.71324
5653,1,40,2,.3059429,.3235503,.3139772,1,0,0,0,1,0,0,1,1,0,28.71324
5654,1,50,2,.2445051,.2585766,.2430921,1,0,0,1,1,0,0,1,0,0,28.71324
5655,3,50,2,.2733018,.2890306,.275956,1,0,0,0,1,0,0,1,1,0,28.71324
5656,3,50,2,.2658754,.2811769,.27749,1,0,0,0,1,0,0,1,0,0,28.71324
5657,3,10,2,.2695018,.2850119,.2700033,1,0,0,0,1,0,0,1,1,0,28.71324
5658,3,20,2,.2422909,.256235,.2432868,1,0,0,0,0,0,0,1,0,0,28.71324
